MATERIAL,INSTALLED,NOM_DIA_MM,LENGTH,condition_overall_score,condition_overall_score_label,condition_age_score,condition_stability_score,condition_corrositivity_score,condition_pressure_score,condition_faults_per_km_score,condition_confidence_scenario,criticality_overall_score,criticality_overall_score_label,criticality_operational_score,criticality_pipe_type_score,criticality_people_impacts_score,criticality_people_impacts_dataset_s_,criticality_environment_impacts_score,criticality_environmental_impacts_dataset_s_,criticality_3rd_party_impacts_score,criticality_3rd_party_impacts_dataset_s_,criticality_impact_of_failure_score,criticality_sqrt_flow_ratio,criticality_confidence_scenario,Risk-score
PVC-U,1989,25,371.17,3.31,3,1,1,3,3,5,Soil Type Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,1940,310,1.22,3.21,3,3,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
CI,1960,390,147.33,3.3,3,3,1,1,2,5,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,2011,100,1.84,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
AC,1975,450,53.67,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2325,2,1,2,2,Public Park & Sports Area,1,NA,1,NA,1.52,0.4,Modelled Flow Data Used,9
CLS,1994,470,4.16,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.1275,2,1,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,9
PE,2008,180,0.66,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
AC,1970,200,87.88,2.76,3,2,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,Aquifer - Kaipara Sand Aquifer,1,NA,1,0.2,Diameter Used for Flow Approximation,9
PVC-U,2011,300,1.48,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,2006,410,0.64,2.78,3,1,3,3,1,4,Soil Type Not Available & Modelled Pressure Available,2.285,2,1,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,9
CLS,1988,310,1.35,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
AC,1970,200,83.74,2.76,3,2,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CI,1960,550,2.61,3.17,3,3,1,3,1,4,Soil Type Available & Modelled Pressure Available,2.1275,2,1,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,9
CLS,1994,390,3.6,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1970,310,0.85,3.16,3,2,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.36,2,1,1,3.5,"Public Park & Sports Area, Building Outlines",1,NA,1,NA,1.6,0.2,Diameter Used for Flow Approximation,9
AC,1972,225,95.51,3.23,3,2,5,1,2,5,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,Aquifer - Auckland Isthmus Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1976,200,0.61,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
CLS,1993,200,3.21,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,1957,390,2.21,2.54,3,2,1,1,1,4,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1979,310,18.4,2.74,3,1,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,Place Of Historic Heritage - Karangahape Road Historic Heritage Area,1,NA,1.36,0.2,Modelled Flow Data Used,9
PE,2011,355,0.53,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
PE,1991,15,0.14,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2013,470,519.03,2.83,3,1,1,1,2,5,Soil Type Available & Modelled Pressure Available,2.1275,2,1,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,9
CLS,1957,470,26.39,2.72,3,2,1,1,3,4,Soil Type Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,1973,310,0.4,3.23,3,2,5,1,2,5,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1993,390,21.01,2.82,3,5,1,1,1,3,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
CLS,1993,310,0.53,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
PVC-U,2011,150,2.49,3.39,3,1,3,3,3,5,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,2005,150,1.07,2.56,3,1,5,1,2,4,Soil Type Available & Modelled Pressure Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,9
MS,2014,150,0.27,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Building Outlines,1,Aquifer - Franklin Volcanic Aquifer,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CI,1900,310,13.74,3,3,5,1,1,3,3,Soil Type Available & Modelled Pressure Available,2.36,2,1,1,3.5,"Building Outlines, Property Parcels",1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.6,0.2,Modelled Flow Data Used,9
CLS,1965,630,21.99,2.97,3,2,1,1,1,5,Soil Type Available & Modelled Pressure Available,2.345,2,1,3,3.5,"Building Outlines, Property Parcels",1,Place Of Historic Heritage - Grafton Library (former),1,NA,2.15,0.6,Modelled Flow Data Used,9
CLS,1954,450,56.26,3.16,3,2,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
AC,1970,200,247.04,2.76,3,2,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,Aquifer - Kaipara Sand Aquifer,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2015,390,2.03,2.92,3,1,1,1,3,5,Soil Type Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,"Place Of Historic Heritage - Auckland Domain/Pukekaroa/Pukekawa Hill Pa site R11_105,  including pits,  terraces,  midden,  house sites,  structures,  memorials,  water supply site,  ponds,  roads,  g",1,NA,1,0.2,Diameter Used for Flow Approximation,9
AC,1970,200,355.46,2.76,3,2,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,Aquifer - Kaipara Sand Aquifer,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2006,200,2.31,2.78,3,1,3,3,1,4,Soil Type Not Available & Modelled Pressure Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,9
CLS,1989,630,0.48,2.69,3,1,1,3,1,4,Soil Type Available & Modelled Pressure Available,2.27,2,1,3,2.5,Property Parcels,1,Place Of Historic Heritage - Waitakere Filter Station,1,NA,1.91,0.6,Modelled Flow Data Used,9
CLS,1971,150,16.99,2.68,3,2,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Building Outlines,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
CLS,1989,630,46.63,2.69,3,1,1,3,1,4,Soil Type Available & Modelled Pressure Available,2.345,2,1,3,3.5,"Building Outlines, Property Parcels",1,Place Of Historic Heritage - Waitakere Filter Station,1,NA,2.15,0.6,Modelled Flow Data Used,9
CLS,2018,150,5.91,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2018,150,18.79,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2018,150,6.56,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2022,300,31.04,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2022,300,13.75,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2022,508,242.65,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,2022,508,14.71,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
ELS,2022,150,10.14,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
ELS,2022,100,0.76,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
ELS,2022,100,7.85,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.2175,2,1,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Diameter Used for Flow Approximation,9
DI,2022,219,3.53,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2022,345,6.69,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2022,345,6.23,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2,2,1,1,1,NA,1,NA,1,NA,1,0.2,Diameter Used for Flow Approximation,9
CLS,2022,508,37.49,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,2022,508,328.78,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,2022,508,614.25,2.53,3,1,3,3,3,3,Soil Type Not Available & Modelled Pressure Not Available,2.4275,2,2,2,1,NA,1,NA,1,NA,1.28,0.4,Diameter Used for Flow Approximation,9
CLS,2014,310,17.22,1.57,2,1,1,3,3,1,Soil Type Available & Modelled Pressure Not Available,2.57,3,1,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Diameter Used for Flow Approximation,8
CLS,2012,250,19.1,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1966,470,704.07,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1960,150,2.83,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
MS,2002,300,5.42,1.69,2,1,5,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1977,550,40,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1990,150,4.24,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
CLS,1978,470,2.5,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2007,390,3.3,2.49,2,1,1,1,3,4,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1989,390,18.27,2.3,2,1,1,1,1,4,Soil Type Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,Place Of Historic Heritage - Mount Hobson/Remuera R11_16,1,NA,1.6,0.2,Modelled Flow Data Used,8
CLS,1974,470,0.89,2.44,2,1,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,Place Of Historic Heritage - Waitakere Filter Station,1,NA,1.64,0.4,Diameter Used for Flow Approximation,8
CLS,1949,470,362.71,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,2006,390,981.26,2.09,2,1,3,3,3,2,Soil Type Not Available & Modelled Pressure Available,2.735,3,5,1,1,NA,4,NZ River Lines,1,NA,1.22,0.2,Modelled Flow Data Used,8
CLS,2011,200,1.41,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2011,250,2.31,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2011,310,10.01,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1990,310,1.21,2.13,2,1,5,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1972,470,2.43,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1999,310,370.04,2.26,2,1,1,3,1,3,Soil Type Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,"Significant Ecological Area - SEA_T_5539, Place Of Historic Heritage - Nihotupu Filter Station",1,NA,1.6,0.2,Modelled Flow Data Used,8
CLS,2017,630,262.88,2.05,2,1,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,Place Of Historic Heritage - Mount Hobson/Remuera R11_16,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
CLS,2008,150,8.22,2.18,2,1,5,3,3,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Place Of Historic Heritage - Coronation Bridge,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1957,470,2.66,1.67,2,2,1,1,1,2,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
ALK,1988,25,1.11,1.84,2,2,5,1,1,2,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,"Building Outlines, Property Parcels",1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2013,150,2.01,2.01,2,1,1,3,3,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1997,470,0.68,2.49,2,1,1,1,3,4,Soil Type Available & Modelled Pressure Not Available,2.69,3,2,2,3.5,"Building Outlines, Property Parcels",1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.87,0.4,Diameter Used for Flow Approximation,8
CLS,1999,700,50.63,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.3425,3,3,5,2.5,Property Parcels,1,NA,1,NA,2.47,0.6,Diameter Used for Flow Approximation,8
CLS,1960,310,2.62,2.11,2,2,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2011,470,1.83,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1999,470,56,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,2013,470,5.17,2.01,2,1,1,3,3,2,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1990,390,917.63,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.57,3,1,1,5,"Schools & Hospitals, Property Parcels",1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
CI,1915,250,331.77,2.38,2,5,1,1,1,2,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1999,550,4.38,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2015,630,310.01,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
CLS,1960,310,1.68,2.28,2,2,3,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2009,450,5.03,2.39,2,1,1,1,2,4,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1985,300,2.56,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.1475,3,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.2,Modelled Flow Data Used,8
CLS,2010,310,2.27,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1978,550,51.59,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1991,150,4.21,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2006,375,2.22,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.1475,3,5,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.2,Modelled Flow Data Used,8
CLS,2006,470,25.41,2.09,2,1,3,3,3,2,Soil Type Not Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CI,1970,200,16.76,1.67,2,2,1,1,1,2,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,"Aquifer - Onehunga Volcanic Aquifer, Place Of Historic Heritage - One Tree Hill /Maungakiekie R11_14",1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1973,470,1.52,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1990,310,2.65,2.13,2,1,5,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1986,150,3.12,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,8
AC,1973,470,503.39,2.37,2,2,5,1,2,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,2005,390,1.4,2.18,2,1,3,3,4,2,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1994,310,1232.87,2.18,2,1,3,3,4,2,Soil Type Not Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1974,470,54.24,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.485,3,5,2,2.5,Property Parcels,1,"Significant Ecological Area - SEA_T_5244, Aquifer - Mt Wellington Volcanic Aquifer, Place Of Historic Heritage - Mount Wellington/Maungarei R11_12",1,NA,1.64,0.4,Modelled Flow Data Used,8
CLS,2013,470,3.74,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CONC,1950,760,87.6,2.29,2,2,1,1,3,3,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
CLS,1948,310,9.46,2.34,2,3,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1977,150,3.31,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1982,200,5.74,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,"Building Outlines, Property Parcels",1,Place Of Historic Heritage - Big King/Te Tatua/Te Tatua O Ruikiutu pa R11_18,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1998,390,3.29,1.92,2,1,1,3,2,2,Soil Type Available & Modelled Pressure Available,2.99,3,1,1,1,NA,1,NA,5,Gas Transmission,2.65,0.2,Modelled Flow Data Used,8
CLS,1984,310,0.73,1.6,2,1,5,1,1,2,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1986,150,3.19,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,Aquifer - Mt Wellington Volcanic Aquifer,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2015,630,106.95,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
CLS,1977,550,82.39,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,3.3275,3,5,2,1,NA,1,NA,1,NA,1.28,0.4,Modelled Flow Data Used,8
CLS,1973,390,0.98,2.2,2,2,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2007,390,1.61,2.49,2,1,1,1,3,4,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2010,310,1.82,1.87,2,1,1,1,1,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
PE,2014,500,1914.71,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Available,2.6525,3,1,2,5,Schools & Hospitals,4,"NZ River Lines, Aquifer - Franklin Volcanic Aquifer",1,NA,2.45,0.4,Modelled Flow Data Used,8
CLS,1989,310,3.59,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,1993,390,166.77,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,2.96,3,5,1,3.5,"Building Outlines, Property Parcels",1,Aquifer - Onehunga Volcanic Aquifer,1,NA,1.6,0.2,Modelled Flow Data Used,8
CLS,1999,310,11.14,2.34,2,1,3,3,1,3,Soil Type Not Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,NA,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,2012,390,20.6,2.43,2,1,3,3,2,3,Soil Type Available & Modelled Pressure Available,3.17,3,5,1,5,Schools & Hospitals,1,NA,1,NA,1.95,0.2,Modelled Flow Data Used,8
CLS,1998,470,349.51,1.62,2,1,1,1,3,2,Soil Type Available & Modelled Pressure Not Available,2.585,3,2,2,2.5,Property Parcels,1,NA,1,NA,1.64,0.4,Diameter Used for Flow Approximation,8
CLS,1993,310,409.26,1.53,2,1,1,1,2,2,Soil Type Available & Modelled Pressure Available,2.8175,3,5,1,2.5,Property Parcels,1,Significant Ecological Area - SEA_T_4469,1,NA,1.36,0.2,Modelled Flow Data Used,8
CLS,1990,150,3.33,1.96,2,1,1,1,2,3,Soil Type Available & Modelled Pressure Available,2.6,3,5,1,1,NA,1,NA,1,NA,1,0.2,Modelled Flow Data Used,8
CLS,2008,760,16.55,2.44,2,1,1,3,3,3,Soil Type Available & Modelled Pressure Not Available,3.17,3,3,3,2.5,Property Parcels,1,NA,1,NA,1.91,0.6,Diameter Used for Flow Approximation,8
